,gene_id,gene_name
473015,Xelaev18037609m.g,klhl21.S
473020,Xelaev18037610m.g,phf13.S
473028,Xelaev18037611m.g,dnajc11.S
473044,Xelaev18037612m.g,Xelaev18037612m.g
473051,Xelaev18037613m.g,camta1.S
473059,Xelaev18037614m.g,Xetrov90018921m.S
473083,Xelaev18037615m.g,Xelaev18037615m.g
473089,Xelaev18037616m.g,Xelaev18037616m.g
473093,Xelaev18037617m.g,per3.S
473136,Xelaev18037618m.g,uts2.S
473144,Xelaev18037619m.g,tp73.S
473158,Xelaev18037620m.g,Xelaev18037620m.g
473160,Xelaev18037621m.g,tprg1l.S
473170,Xelaev18037622m.g,megf6.S
473249,Xelaev18037623m.g,arhgef16.S
473278,Xelaev18037624m.g,prdm16.S
473314,Xelaev18037626m.g,ttc34.S
473330,Xelaev18037627m.g,mmel1.S
473376,Xelaev18037629m.g,Xelaev18037629m.g
473377,Xelaev18037630m.g,LOC100485124.S
473387,Xelaev18037631m.g,zbtb45.S
473393,Xelaev18037632m.g,thap7.S
473406,Xelaev18037633m.g,trim28.S
473440,Xelaev18037634m.g,Xelaev18037634m.g
473442,Xelaev18037635m.g,ube2m.S
473454,Xelaev18037636m.g,chmp2a.S
473465,Xelaev18037637m.g,loc100489525.S
473468,Xelaev18037638m.g,Xelaev18037638m.g
473470,Xelaev18037639m.g,Xelaev18037639m.g
473472,Xelaev18037640m.g,Xelaev18037640m.g
473474,Xelaev18037641m.g,Xelaev18037641m.g
473475,Xelaev18037642m.g,LOC100493795.S
473477,Xelaev18037643m.g,LOC100493398.S
473483,Xelaev18037644m.g,LOC100494069.S
473497,Xelaev18037645m.g,Xelaev18037645m.g
473502,Xelaev18037646m.g,Xelaev18037646m.g
473507,Xelaev18037647m.g,Xelaev18037647m.g
473511,Xelaev18037648m.g,Xelaev18037648m.g
473518,Xelaev18037649m.g,LOC101731499.S
473530,Xelaev18037650m.g,Xelaev18037650m.g
473531,Xelaev18037651m.g,Xelaev18037651m.g
473532,Xelaev18037653m.g,Xelaev18037653m.g
473540,Xelaev18037654m.g,Xetrov90018981m.S
473545,Xelaev18037655m.g,Xetrov90018982m.S
473551,Xelaev18037656m.g,6330408a02rik-like.1.S
473555,Xelaev18037657m.g,6330408a02rik-like.2.S
473558,Xelaev18037658m.g,Xelaev18037658m.g
473563,Xelaev18037659m.g,Xelaev18037659m.g
473568,Xelaev18037660m.g,sbk1.S
473575,Xelaev18037661m.g,znf628.S
473578,Xelaev18037662m.g,LOC101731441.S
473582,Xelaev18037663m.g,nat14.S
473587,Xelaev18037664m.g,LOC100135243.S
473594,Xelaev18037665m.g,sbk2.S
473601,Xelaev18037666m.g,LOC100494342.S
473607,Xelaev18037667m.g,Xelaev18037667m.g
473618,Xelaev18037668m.g,Xelaev18037668m.g
473619,Xelaev18037669m.g,znf865.S
473621,Xelaev18037670m.g,znf229.S
473623,Xelaev18037671m.g,Xelaev18037671m.g
473625,Xelaev18037672m.g,Xelaev18037672m.g
473626,Xelaev18037673m.g,znf581.S
473630,Xelaev18037674m.g,Xelaev18037674m.g
473632,Xelaev18037675m.g,ccdc106.S
473637,Xelaev18037676m.g,loc100495271.S
473641,Xelaev18037678m.g,u2af2.S
473663,Xelaev18037680m.g,epn2.S
473681,Xelaev18037681m.g,mpv17l.S
473690,Xelaev18037682m.g,myh14.S
473773,Xelaev18037683m.g,Xelaev18037683m.g
473775,Xelaev18037684m.g,LOC100495131-like.S
473777,Xelaev18037685m.g,LOC100494984.S
473795,Xelaev18037686m.g,syt5.S
473812,Xelaev18037687m.g,tnni3.S
473829,Xelaev18037688m.g,Xelaev18037688m.g
473831,Xelaev18037689m.g,tnnt1.S
473865,Xelaev18037691m.g,ppp1r12c.S
473907,Xelaev18037692m.g,eps8l1.S
473950,Xelaev18037693m.g,cd37.S
473967,Xelaev18037694m.g,ndufa3.S
473975,Xelaev18037695m.g,tfpt.S
473986,Xelaev18037696m.g,prpf31.S
474015,Xelaev18037697m.g,cnot3.S
474052,Xelaev18037698m.g,mboat7.S
474055,Xelaev18037699m.g,rpl18.S
474071,Xelaev18037701m.g,Xelaev18037701m.g
474072,Xelaev18037702m.g,sphk2.S
474083,Xelaev18037703m.g,Xelaev18037703m.g
474085,Xelaev18037704m.g,dbp.S
474093,Xelaev18037705m.g,ca11.S
474111,Xelaev18037706m.g,sult2b1.S
474124,Xelaev18037707m.g,ntn1.S
474137,Xelaev18037708m.g,myos.S
474163,Xelaev18037709m.g,rasip1.S
474186,Xelaev18037710m.g,il11.S
474196,Xelaev18037711m.g,tmem238.S
474200,Xelaev18037712m.g,isoc2.S
474212,Xelaev18037713m.g,shisa7.S
474223,Xelaev18037714m.g,ube2s.S
474231,Xelaev18037715m.g,Xetrov90019068m.S
474232,Xelaev18037716m.g,rcvrn.2.S
474238,Xelaev18037717m.g,rpl28.S
474247,Xelaev18037718m.g,Xelaev18037718m.g
474248,Xelaev18037719m.g,gsg1l.S
474259,Xelaev18037721m.g,atg12.S
474267,Xelaev18037722m.g,xa-1-like.S
474276,Xelaev18037723m.g,cd79a.S
474287,Xelaev18037724m.g,arhgef1.S
474317,Xelaev18037725m.g,loc100485654.S
474327,Xelaev18037726m.g,rabac1.S
474338,Xelaev18037727m.g,atp1a3.S
474384,Xelaev18037728m.g,grik5.S
474423,Xelaev18037729m.g,znf574.S
474427,Xelaev18037730m.g,pou2f2.S
474459,Xelaev18037731m.g,dedd2.S
474468,Xelaev18037732m.g,znf526.S
474471,Xelaev18037733m.g,gsk3a.S
474493,Xelaev18037734m.g,Xelaev18037734m.g
474495,Xelaev18037735m.g,erf.S
474500,Xelaev18037736m.g,Xelaev18037736m.g
474502,Xelaev18037737m.g,Xelaev18037737m.g
474505,Xelaev18037738m.g,cic.S
474527,Xelaev18037739m.g,pafah1b3.S
474539,Xelaev18037740m.g,Xelaev18037740m.g
474544,Xelaev18037741m.g,lilra4.S
474548,Xelaev18037742m.g,tmem145.S
474578,Xelaev18037743m.g,megf8.S
474663,Xelaev18037744m.g,cnfn.1.S
474670,Xelaev18037745m.g,cnfn.2.S
474678,Xelaev18037746m.g,Xelaev18037746m.g
474679,Xelaev18037747m.g,lipe.S
474699,Xelaev18037748m.g,Xetrov90019105m.S
474725,Xelaev18037749m.g,ceacam8.S
474741,Xelaev18037750m.g,Xelaev18037750m.g
474742,Xelaev18037751m.g,LOC101730343-like.S
474754,Xelaev18037752m.g,LOC101730756.S
474756,Xelaev18037753m.g,Xelaev18037753m.g
474764,Xelaev18037754m.g,LOC100493573.S
474766,Xelaev18037755m.g,bcl3.S
474774,Xelaev18037756m.g,LOC100489764.S
474792,Xelaev18037757m.g,bcam.S
474810,Xelaev18037758m.g,Xelaev18037758m.g
474828,Xelaev18037759m.g,pvrl2.S
474830,Xelaev18037760m.g,tomm40.S
474849,Xelaev18037761m.g,apoe.S
474855,Xelaev18037762m.g,LOC101731543-like.S
474862,Xelaev18037763m.g,LOC100489282.S
474868,Xelaev18037764m.g,prss1.2.S
474878,Xelaev18037766m.g,cxcr3L..S
474882,Xelaev18037767m.g,cxcr3.S
474886,Xelaev18037768m.g,syt3.S
474904,Xelaev18037769m.g,Xelaev18037769m.g
474905,Xelaev18037770m.g,shank1.S
474927,Xelaev18037772m.g,clec11a.S
474935,Xelaev18037773m.g,LOC100486384-like.S
474942,Xelaev18037774m.g,elf5l.S
474954,Xelaev18037775m.g,emc10.S
474968,Xelaev18037776m.g,pax10.S
474983,Xelaev18037777m.g,rcn3.S
474996,Xelaev18037778m.g,nosip.S
475012,Xelaev18037779m.g,prrg4.S
475026,Xelaev18037780m.g,prr12.S
475054,Xelaev18037781m.g,rras.S
475066,Xelaev18037782m.g,kcnj11.S
475067,Xelaev18037783m.g,scaf1.S
475088,Xelaev18037784m.g,irf3.S
475106,Xelaev18037785m.g,LOC100493955.S
475116,Xelaev18037787m.g,ric8a.S
475140,Xelaev18037788m.g,ascl2.S
475143,Xelaev18037789m.g,bcl2l12.S
475155,Xelaev18037790m.g,prmt1.S
475175,Xelaev18037792m.g,tspan4.S
475182,Xelaev18037793m.g,phlda2.S
475185,Xelaev18037794m.g,akt1s1.S
475194,Xelaev18037795m.g,fut2.S
475197,Xelaev18037796m.g,Xelaev18037796m.g
475198,Xelaev18037797m.g,Xetrov90019222m.S
475204,Xelaev18037798m.g,kcnc3.S
475212,Xelaev18037799m.g,tbc1d17.S
475246,Xelaev18037800m.g,bax.S
475258,Xelaev18037801m.g,Xelaev18037801m.g
475260,Xelaev18037802m.g,Xelaev18037802m.g
475262,Xelaev18037803m.g,slc6a16.S
475285,Xelaev18037805m.g,Xelaev18037805m.g
475293,Xelaev18037806m.g,socs3-like.1.S
475296,Xelaev18037807m.g,Xelaev18037807m.g
475298,Xelaev18037808m.g,Xelaev18037808m.g
475304,Xelaev18037809m.g,xilr2.S
475316,Xelaev18037810m.g,ttyh1.S
475343,Xelaev18037811m.g,Xelaev18037811m.g
475347,Xelaev18037812m.g,leng8.S
475377,Xelaev18037813m.g,loc733735.S
475381,Xelaev18037814m.g,mybpc2.S
475439,Xelaev18037815m.g,tead4.S
475462,Xelaev18037816m.g,LOC101735124-like.S
475466,Xelaev18037817m.g,LOC100495072.S
475501,Xelaev18037818m.g,Xelaev18037818m.g
475510,Xelaev18037819m.g,Xelaev18037819m.g
475512,Xelaev18037820m.g,gal.2.S
475523,Xelaev18037821m.g,pth2.S
475528,Xelaev18037822m.g,LOC101731919.S
475538,Xelaev18037823m.g,slc17a7.S
475562,Xelaev18037824m.g,Xelaev18037824m.g
475563,Xelaev18037825m.g,prl.2.S
475567,Xelaev18037826m.g,aldh16a1.S
475601,Xelaev18037827m.g,Xelaev18037827m.g
475605,Xelaev18037828m.g,Xelaev18037828m.g
475607,Xelaev18037829m.g,flt3lg.S
475622,Xelaev18037830m.g,Xelaev18037830m.g
475624,Xelaev18037831m.g,LOC100485813.S
475652,Xelaev18037832m.g,otog.S
475848,Xelaev18037834m.g,dhdh.S
475853,Xelaev18037835m.g,nucb1.S
475878,Xelaev18037836m.g,ppp1r15a.S
475883,Xelaev18037837m.g,Xelaev18037837m.g
475885,Xelaev18037838m.g,ppp1r15b-like.S
475890,Xelaev18037839m.g,Xelaev18037839m.g
475900,Xelaev18037841m.g,Xelaev18037841m.g
475908,Xelaev18037842m.g,Xelaev18037842m.g
475910,Xelaev18037843m.g,MGC75752.S
475918,Xelaev18037844m.g,LOC100491292-like.S
475962,Xelaev18037845m.g,gys1.S
475995,Xelaev18037847m.g,ruvbl2.S
476009,Xelaev18037848m.g,lhb.S
476015,Xelaev18037849m.g,Xelaev18037849m.g
476017,Xelaev18037850m.g,Xelaev18037850m.g
476018,Xelaev18037851m.g,kif18b.S
476048,Xelaev18037852m.g,kcna7.S
476052,Xelaev18037853m.g,Xelaev18037853m.g
476082,Xelaev18037854m.g,Xelaev18037854m.g
476093,Xelaev18037855m.g,snrnp70.S
476111,Xelaev18037856m.g,Xelaev18037856m.g
476113,Xelaev18037857m.g,ptprh.S
476151,Xelaev18037858m.g,tmem86a.S
476157,Xelaev18037859m.g,ppp6r1.S
476202,Xelaev18037860m.g,brsk1.S
476213,Xelaev18037861m.g,tmem150b.S
476226,Xelaev18037862m.g,kmt5c.S
476243,Xelaev18037863m.g,fut1.S
476247,Xelaev18037864m.g,Xelaev18037864m.g
476250,Xelaev18037865m.g,Xelaev18037865m.g
476254,Xelaev18037866m.g,fgf21.S
476260,Xelaev18037867m.g,Xelaev18037867m.g
476262,Xelaev18037868m.g,unnamed.S
476307,Xelaev18037869m.g,kcnj14.S
476312,Xelaev18037870m.g,cyth1-like.S
476332,Xelaev18037871m.g,LOC100485009.S
476342,Xelaev18037872m.g,tlr13.S
476350,Xelaev18037873m.g,LOC100485322.S
476378,Xelaev18037874m.g,lmtk3.S
476400,Xelaev18037875m.g,gprc5c.S
476406,Xelaev18037876m.g,grwd1.S
476420,Xelaev18037877m.g,grin2d.S
476431,Xelaev18037879m.g,Xelaev18037879m.g
476441,Xelaev18037881m.g,syngr4.S
476450,Xelaev18037882m.g,tmem143.S
476465,Xelaev18037883m.g,emp3.S
476474,Xelaev18037884m.g,ccdc63.S
476476,Xelaev18037885m.g,myadm.S
476478,Xelaev18037886m.g,LOC100497740.S
476490,Xelaev18037887m.g,prkcg.S
476526,Xelaev18037888m.g,cacng7.S
476537,Xelaev18037889m.g,cacng8.S
476546,Xelaev18037890m.g,cacng6.S
476552,Xelaev18037891m.g,pitpnc1.S
476561,Xelaev18037892m.g,Xelaev18037892m.g
476563,Xelaev18037893m.g,xarp-like.S
476586,Xelaev18037894m.g,fam83e.S
476591,Xelaev18037895m.g,LOC100497104.S
476596,Xelaev18037896m.g,sult2a1.S
476610,Xelaev18037898m.g,Xelaev18037898m.g
476619,Xelaev18037899m.g,LOC100490816.S
476627,Xelaev18037901m.g,cpt1a.S
476662,Xelaev18037902m.g,ap2a1.S
476704,Xelaev18037903m.g,spib.S
476716,Xelaev18037904m.g,nr1h2.S
476734,Xelaev18037905m.g,acpp.S
476756,Xelaev18037906m.g,Xelaev18037906m.g
476757,Xelaev18037907m.g,MGC147475.S
476767,Xelaev18037908m.g,med25.S
476806,Xelaev18037909m.g,mob2.2.S
476817,Xelaev18037910m.g,dusp8.S
476830,Xelaev18037911m.g,pnkp.S
476862,Xelaev18037913m.g,Xelaev18037913m.g
476863,Xelaev18037914m.g,cdknx.S
476870,Xelaev18037915m.g,trpm5.S
476889,Xelaev18037916m.g,ccndx.S
476897,Xelaev18037917m.g,Xelaev18037917m.g
476899,Xelaev18037918m.g,aspdh.S
476905,Xelaev18037919m.g,Xelaev18037919m.g
476907,Xelaev18037920m.g,Xelaev18037920m.g
476908,Xelaev18037921m.g,lrrc4b.S
476912,Xelaev18037922m.g,Xelaev18037922m.g
476914,Xelaev18037923m.g,Xelaev18037923m.g
476915,Xelaev18037924m.g,Xelaev18037924m.g
476917,Xelaev18037925m.g,epha8.S
476931,Xelaev18037926m.g,Xelaev18037926m.g
476933,Xelaev18037927m.g,Xelaev18037927m.g
476939,Xelaev18037928m.g,Xelaev18037928m.g
476941,Xelaev18037929m.g,ephb2.S
476954,Xelaev18037930m.g,Xelaev18037930m.g
476963,Xelaev18037931m.g,slc2a1.S
476983,Xelaev18037932m.g,Xelaev18037932m.g
477009,Xelaev18037933m.g,Xelaev18037933m.g
477037,Xelaev18037934m.g,Xelaev18037934m.g
477038,Xelaev18037935m.g,svbp.S
477042,Xelaev18037936m.g,capns1.S
477043,Xelaev18037937m.g,trim62.S
477054,Xelaev18037938m.g,znf362.S
477070,Xelaev18037939m.g,Xelaev18037939m.g
477072,Xelaev18037940m.g,Xelaev18037940m.g
477074,Xelaev18037941m.g,hp1bp3.S
477095,Xelaev18037942m.g,eif4g3.S
477155,Xelaev18037943m.g,Xelaev18037943m.g
477159,Xelaev18037944m.g,ece1.S
477194,Xelaev18037945m.g,alpl.S
477217,Xelaev18037946m.g,fbxo42.S
477236,Xelaev18037947m.g,Xetrov90029136m.S
477238,Xelaev18037948m.g,Xelaev18037948m.g
477240,Xelaev18037949m.g,ldlrad2.S
477248,Xelaev18037950m.g,cela3a.S
477264,Xelaev18037951m.g,Xelaev18037951m.g
477268,Xelaev18037952m.g,rap1gap.S
477312,Xelaev18037953m.g,ddi2.S
477321,Xelaev18037954m.g,padi2.S
477334,Xelaev18037955m.g,sdhb.S
477350,Xelaev18037956m.g,Xelaev18037956m.g
477354,Xelaev18037957m.g,Xelaev18037957m.g
477356,Xelaev18037958m.g,necap2.S
477363,Xelaev18037959m.g,Xelaev18037959m.g
477365,Xelaev18037960m.g,szrd1.S
477373,Xelaev18037961m.g,Xelaev18037961m.g
477405,Xelaev18037962m.g,plekhm2.S
477445,Xelaev18037963m.g,fblim1.S
477460,Xelaev18037964m.g,spen.S
477490,Xelaev18037965m.g,zbtb17.S
477502,Xelaev18037967m.g,LOC100495848.S
477505,Xelaev18037968m.g,Xetrov90030765m.S
477506,Xelaev18037969m.g,Xelaev18037969m.g
477514,Xelaev18037970m.g,Xelaev18037970m.g
477517,Xelaev18037971m.g,epha2.S
477551,Xelaev18037972m.g,padi4.S
477581,Xelaev18037973m.g,igsf21.S
477599,Xelaev18037974m.g,klhdc7a.S
477601,Xelaev18037975m.g,pax7.S
477619,Xelaev18037976m.g,Xelaev18037976m.g
477621,Xelaev18037977m.g,Xelaev18037977m.g
477625,Xelaev18037978m.g,iffo2.S
477634,Xelaev18037979m.g,Xelaev18037979m.g
477636,Xelaev18037980m.g,ubr4.S
477846,Xelaev18037982m.g,emc1.S
477892,Xelaev18037983m.g,mrto4.S
477908,Xelaev18037984m.g,akr7a2.S
477922,Xelaev18037985m.g,Xelaev18037985m.g
477924,Xelaev18037986m.g,LOC733474.S
477938,Xelaev18037987m.g,pqlc2.S
477953,Xelaev18037988m.g,capzb.S
477968,Xelaev18037990m.g,Xelaev18037990m.g
477970,Xelaev18037991m.g,minos1.S
477974,Xelaev18037992m.g,nbl1.S
477980,Xelaev18037993m.g,htr6.S
477986,Xelaev18037994m.g,tmco4.S
478014,Xelaev18037995m.g,pla2g2d.S
478020,Xelaev18037996m.g,Xetrov90027868m.S
478022,Xelaev18037997m.g,ubxn10.S
478024,Xelaev18037999m.g,ddx19b.S
478046,Xelaev18038000m.g,Xelaev18038000m.g
478048,Xelaev18038001m.g,vwa5b1.S
478091,Xelaev18038002m.g,Xelaev18038002m.g
478095,Xelaev18038004m.g,LOC101730792.S
478100,Xelaev18038005m.g,cda.S
478108,Xelaev18038006m.g,agmat.S
478122,Xelaev18038007m.g,dnajc16.S
478151,Xelaev18038008m.g,casp9.S
478169,Xelaev18038009m.g,tmem147.S
478183,Xelaev18038010m.g,atp4a.S
478229,Xelaev18038011m.g,ddost.S
478251,Xelaev18038012m.g,Xelaev18038012m.g
478253,Xelaev18038013m.g,LOC101731079.S
478256,Xelaev18038014m.g,Xelaev18038014m.g
478274,Xelaev18038015m.g,Xelaev18038015m.g
478281,Xelaev18038016m.g,etv2.S
478294,Xelaev18038017m.g,Xelaev18038017m.g
478310,Xelaev18038018m.g,rbm42.S
478320,Xelaev18038019m.g,kmt2b.S
478386,Xelaev18038020m.g,Xelaev18038020m.g
478390,Xelaev18038021m.g,LOC100495085-like.S
478396,Xelaev18038022m.g,psenen.S
478402,Xelaev18038023m.g,lin37.S
478422,Xelaev18038024m.g,LOC100494135.S
478446,Xelaev18038025m.g,arhgap33.S
478464,Xelaev18038026m.g,upk1a.S
478476,Xelaev18038027m.g,aplp1.S
478493,Xelaev18038028m.g,kirrel2.S
478523,Xelaev18038029m.g,Xelaev18038029m.g
478525,Xelaev18038030m.g,Xelaev18038030m.g
478527,Xelaev18038031m.g,Xelaev18038031m.g
478529,Xelaev18038032m.g,nphs1.S
478587,Xelaev18038033m.g,nfkbid.S
478595,Xelaev18038034m.g,hcst.S
478603,Xelaev18038035m.g,tyrobp.S
478613,Xelaev18038036m.g,Xelaev18038036m.g
478651,Xelaev18038037m.g,loc100492852.S
478694,Xelaev18038038m.g,Xelaev18038038m.g
478698,Xelaev18038039m.g,fcgbp.S
478746,Xelaev18038040m.g,Xelaev18038040m.g
478757,Xelaev18038041m.g,gramd1a.S
478791,Xelaev18038042m.g,scn1b.S
478799,Xelaev18038043m.g,slc35a3.2.S
478808,Xelaev18038044m.g,Xelaev18038044m.g
478818,Xelaev18038045m.g,Xelaev18038045m.g
478820,Xelaev18038046m.g,Xelaev18038046m.g
478838,Xelaev18038047m.g,Xetrov90019642m.S
478840,Xelaev18038048m.g,Xelaev18038048m.g
478855,Xelaev18038049m.g,hpn.S
478881,Xelaev18038050m.g,Xelaev18038050m.g
478883,Xelaev18038052m.g,fxyd3.S
478891,Xelaev18038053m.g,lgi4.S
478899,Xelaev18038054m.g,fxyd1.S
478913,Xelaev18038055m.g,fxyd7.S
478927,Xelaev18038056m.g,fxyd5.S
478935,Xelaev18038057m.g,Xelaev18038057m.g
478942,Xelaev18038058m.g,Xelaev18038058m.g
478947,Xelaev18038059m.g,Xelaev18038059m.g
478949,Xelaev18038060m.g,Xelaev18038060m.g
478951,Xelaev18038061m.g,Xelaev18038061m.g
478959,Xelaev18038062m.g,LOC100489286-like.S
478961,Xelaev18038063m.g,tecta.2.S
478964,Xelaev18038064m.g,LOC100485189.S
478974,Xelaev18038065m.g,klk13.S
478976,Xelaev18038066m.g,klk1.S
478980,Xelaev18038067m.g,Xetrov90019582m.S
478981,Xelaev18038068m.g,cyhr1-like.S
478986,Xelaev18038069m.g,b4galt3.S
479004,Xelaev18038070m.g,cox6b1.S
479008,Xelaev18038071m.g,kcnj9.S
479010,Xelaev18038072m.g,dyrk1a.2.S
479015,Xelaev18038073m.g,Xelaev18038073m.g
479017,Xelaev18038074m.g,Xelaev18038074m.g
479019,Xelaev18038075m.g,fbl.S
479035,Xelaev18038076m.g,lsr.S
479050,Xelaev18038077m.g,mag.S
479064,Xelaev18038078m.g,Xelaev18038078m.g
479065,Xelaev18038079m.g,Xelaev18038079m.g
479067,Xelaev18038080m.g,Xetrov90026843m.S
479068,Xelaev18038081m.g,Xelaev18038081m.g
479069,Xelaev18038082m.g,Xelaev18038082m.g
479071,Xelaev18038083m.g,Xelaev18038083m.g
479083,Xelaev18038084m.g,Xelaev18038084m.g
479084,Xelaev18038085m.g,Xelaev18038085m.g
479085,Xelaev18038086m.g,taz.L
479095,Xelaev18038087m.g,atp6ap1.2.L
479115,Xelaev18038088m.g,gdi1.L
479137,Xelaev18038089m.g,fam50a.L
479163,Xelaev18038090m.g,Xelaev18038090m.g
479165,Xelaev18038091m.g,plxna3.L
479228,Xelaev18038092m.g,slc35a2.L
479236,Xelaev18038093m.g,otud5.L
479254,Xelaev18038094m.g,kcnd1.L
479260,Xelaev18038095m.g,gripap1.L
479288,Xelaev18038097m.g,tfe3.L
479299,Xelaev18038098m.g,ccdc120.L
479305,Xelaev18038100m.g,uba1.L
479356,Xelaev18038101m.g,Xelaev18038101m.g
479358,Xelaev18038102m.g,Xelaev18038102m.g
479362,Xelaev18038103m.g,Xelaev18038103m.g
479365,Xelaev18038104m.g,Xelaev18038104m.g
479366,Xelaev18038105m.g,mon1b.L
479368,Xelaev18038106m.g,ebp.L
479376,Xelaev18038108m.g,porcn.L
479400,Xelaev18038109m.g,tbc1d25.L
479406,Xelaev18038110m.g,myh1-2-2.L
479484,Xelaev18038111m.g,myh1-2-1.L
479517,Xelaev18038112m.g,slc38a5.L
479548,Xelaev18038113m.g,was.L
479572,Xelaev18038114m.g,suv39h1.L
479584,Xelaev18038115m.g,wdr13.L
479606,Xelaev18038116m.g,Xelaev18038116m.g
479624,Xelaev18038117m.g,MGC84460.L
479635,Xelaev18038118m.g,abt1.L
479642,Xelaev18038119m.g,Xelaev18038119m.g
479654,Xelaev18038120m.g,Xelaev18038120m.g
479675,Xelaev18038121m.g,Xelaev18038121m.g
479678,Xelaev18038124m.g,pqbp1.L
479685,Xelaev18038125m.g,gata1.L
479695,Xelaev18038126m.g,Xelaev18038126m.g
479729,Xelaev18038127m.g,Xelaev18038127m.g
479751,Xelaev18038128m.g,unnamed.L
479758,Xelaev18038129m.g,Xelaev18038129m.g
479764,Xelaev18038130m.g,Xelaev18038130m.g
479772,Xelaev18038131m.g,cxxc1.L
479800,Xelaev18038132m.g,Xetrov90028034m.L
479830,Xelaev18038133m.g,Xelaev18038133m.g
479832,Xelaev18038134m.g,LOC100488384-like.L
479834,Xelaev18038135m.g,Xelaev18038135m.g
479836,Xelaev18038136m.g,ssna1.L
479842,Xelaev18038137m.g,anapc2.L
479868,Xelaev18038138m.g,Xelaev18038138m.g
479871,Xelaev18038139m.g,Xelaev18038139m.g
479872,Xelaev18038140m.g,grin1.L
479892,Xelaev18038142m.g,LOC100216141.L
479906,Xelaev18038143m.g,znf618.L
479936,Xelaev18038144m.g,araf.L
479967,Xelaev18038145m.g,Xelaev18038145m.g
479987,Xelaev18038146m.g,timp-1.L
479997,Xelaev18038147m.g,Xetrov90015723m.L
479998,Xelaev18038148m.g,Xelaev18038148m.g
480008,Xelaev18038149m.g,Xelaev18038149m.g
480026,Xelaev18038150m.g,cfp.L
480044,Xelaev18038151m.g,lrrn1-like.2.L
480048,Xelaev18038152m.g,Xelaev18038152m.g
480049,Xelaev18038153m.g,elk1.L
480060,Xelaev18038154m.g,Xelaev18038154m.g
480076,Xelaev18038156m.g,LOC100145419.L
480080,Xelaev18038157m.g,LOC100488699-like.L
480082,Xelaev18038158m.g,spaca5-like.L
480090,Xelaev18038159m.g,tprn.L
480098,Xelaev18038160m.g,tmem203.L
480101,Xelaev18038161m.g,ndor1.L
480116,Xelaev18038162m.g,Xetrov90026785m.L
480119,Xelaev18038163m.g,Xetrov90026786m.L
480121,Xelaev18038164m.g,Xelaev18038164m.g
480122,Xelaev18038165m.g,Xelaev18038165m.g
480123,Xelaev18038166m.g,LOC101732106.L
480125,Xelaev18038167m.g,rnf208.L
480128,Xelaev18038168m.g,Xelaev18038168m.g
480131,Xelaev18038169m.g,Xelaev18038169m.g
480132,Xelaev18038170m.g,tor4a.L
480135,Xelaev18038171m.g,ier3.L
480136,Xelaev18038172m.g,glipr2.L
480162,Xelaev18038173m.g,LOC101731931.L
480172,Xelaev18038174m.g,Xelaev18038174m.g
480174,Xelaev18038175m.g,lmo4.2.L
480176,Xelaev18038176m.g,slc34a3.L
480201,Xelaev18038177m.g,Xelaev18038177m.g
480209,Xelaev18038178m.g,LOC100496865.L
480213,Xelaev18038179m.g,tubb4b.L
480227,Xelaev18038180m.g,tubb4b.L
480235,Xelaev18038181m.g,Xetrov90028448m.L
480259,Xelaev18038182m.g,pole3.L
480268,Xelaev18038183m.g,alad.L
480291,Xelaev18038184m.g,hdhd3.L
480294,Xelaev18038185m.g,bspry.L
480306,Xelaev18038186m.g,wdr31.L
480324,Xelaev18038187m.g,LOC105946180.L
480325,Xelaev18038188m.g,Xelaev18038188m.g
480326,Xelaev18038189m.g,rnf183.L
480330,Xelaev18038191m.g,prpf4.L
480358,Xelaev18038192m.g,cdc26.L
480363,Xelaev18038194m.g,slc31a1.L
480372,Xelaev18038195m.g,fkbp15.L
480432,Xelaev18038196m.g,Xetrov90028485m.L
480433,Xelaev18038197m.g,lrsam1.L
480482,Xelaev18038198m.g,rpl12.L
480487,Xelaev18038199m.g,phpt1.L
480493,Xelaev18038200m.g,c9orf172.L
480496,Xelaev18038201m.g,rabl6.L
480527,Xelaev18038202m.g,tmem141.L
480539,Xelaev18038203m.g,traf2.L
480561,Xelaev18038204m.g,Xelaev18038204m.g
480563,Xelaev18038205m.g,ptgds.L
480569,Xelaev18038206m.g,ambp.L
480589,Xelaev18038207m.g,Xelaev18038207m.g
480591,Xelaev18038208m.g,Xelaev18038208m.g
480596,Xelaev18038209m.g,Xelaev18038209m.g
480600,Xelaev18038210m.g,nrarp.L
480601,Xelaev18038211m.g,exd3.L
480643,Xelaev18038212m.g,Xetrov90015076m.L
480651,Xelaev18038213m.g,noxa1.L
480683,Xelaev18038214m.g,entpd8.L
480701,Xelaev18038215m.g,Xetrov90019661m.L
480708,Xelaev18038216m.g,nsmf.L
480738,Xelaev18038217m.g,pnpla6.L
480809,Xelaev18038218m.g,mrpl41.L
480811,Xelaev18038219m.g,dph7.L
480829,Xelaev18038220m.g,zmynd19.L
480841,Xelaev18038221m.g,edf1.L
480851,Xelaev18038222m.g,coq4.L
480865,Xelaev18038223m.g,trub2.L
480882,Xelaev18038224m.g,c9orf142.L
480897,Xelaev18038225m.g,Xetrov90019672m.L
480900,Xelaev18038226m.g,clic3.L
480912,Xelaev18038227m.g,abca2.L
481010,Xelaev18038228m.g,Xelaev18038228m.g
481012,Xelaev18038229m.g,fut7.L
481016,Xelaev18038230m.g,pou5f3.3.L
