,gene_id,gene_name
79610,Xelaev18008079m.g,adgrv1.L
79788,Xelaev18008081m.g,lysmd3.L
79791,Xelaev18008083m.g,polr3g.L
79806,Xelaev18008084m.g,mblac2.L
79810,Xelaev18008085m.g,cetn3.L
79820,Xelaev18008087m.g,Xelaev18008087m.g
79822,Xelaev18008088m.g,mef2c.L
79841,Xelaev18008089m.g,LOC100488885-like.L
79845,Xelaev18008090m.g,Xelaev18008090m.g
79847,Xelaev18008091m.g,tmem161b-like.L
79872,Xelaev18008092m.g,ccnh.L
79890,Xelaev18008093m.g,rasa1.L
79915,Xelaev18008094m.g,Xelaev18008094m.g
79917,Xelaev18008095m.g,Xelaev18008095m.g
79918,Xelaev18008096m.g,cox7c.L
79923,Xelaev18008097m.g,Xelaev18008097m.g
79926,Xelaev18008098m.g,Xelaev18008098m.g
79929,Xelaev18008099m.g,Xelaev18008099m.g
79930,Xelaev18008100m.g,Xelaev18008100m.g
79932,Xelaev18008101m.g,edil3.L
79954,Xelaev18008102m.g,Xelaev18008102m.g
79956,Xelaev18008103m.g,hapln1.L
79965,Xelaev18008104m.g,vcan.L
79997,Xelaev18008105m.g,xrcc4.L
80012,Xelaev18008106m.g,tmem167a.L
80020,Xelaev18008107m.g,atp6ap1l.L
80035,Xelaev18008108m.g,rps23.L
80043,Xelaev18008109m.g,atg10.L
80057,Xelaev18008110m.g,ssbp2.L
80093,Xelaev18008111m.g,acot12.L
80123,Xelaev18008112m.g,zcchc9.L
80133,Xelaev18008113m.g,Xelaev18008113m.g
80141,Xelaev18008114m.g,Xelaev18008114m.g
80149,Xelaev18008115m.g,rasgrf2.L
80203,Xelaev18008116m.g,msh3.L
80251,Xelaev18008117m.g,dhfr.L
80263,Xelaev18008118m.g,ankrd34b.L
80267,Xelaev18008119m.g,fam151b.L
80279,Xelaev18008120m.g,zfyve16.L
80314,Xelaev18008121m.g,ccdc125.L
80337,Xelaev18008122m.g,rad17.L
80370,Xelaev18008123m.g,ak6.L
80380,Xelaev18008124m.g,marveld2.L
80393,Xelaev18008125m.g,ocln.L
80409,Xelaev18008126m.g,LOC100490991.L
80437,Xelaev18008128m.g,naip.L
80465,Xelaev18008129m.g,LOC733866.L
80491,Xelaev18008130m.g,LOC100491157.L
80512,Xelaev18008131m.g,smn2.L
80529,Xelaev18008132m.g,bdp1.L
80621,Xelaev18008133m.g,mccc2.L
80637,Xelaev18008134m.g,cartpt.L
80643,Xelaev18008135m.g,Xelaev18008135m.g
80645,Xelaev18008136m.g,Xetrov90027481m.L
80647,Xelaev18008137m.g,Xelaev18008137m.g
80649,Xelaev18008138m.g,map1b.L
80663,Xelaev18008139m.g,mrps27.L
80674,Xelaev18008140m.g,ptcd2.L
80694,Xelaev18008141m.g,znf366.L
80703,Xelaev18008142m.g,tnpo1.L
80750,Xelaev18008143m.g,Xelaev18008143m.g
80751,Xelaev18008144m.g,fcho2.L
80774,Xelaev18008145m.g,tmem171.L
80781,Xelaev18008146m.g,tmem174.L
80787,Xelaev18008147m.g,Xelaev18008147m.g
80788,Xelaev18008148m.g,Xelaev18008148m.g
80790,Xelaev18008149m.g,Xelaev18008149m.g
80791,Xelaev18008150m.g,foxd1.L
80793,Xelaev18008151m.g,Xelaev18008151m.g
80795,Xelaev18008152m.g,btf3.L
80802,Xelaev18008153m.g,ankra2.L
80819,Xelaev18008154m.g,utp15.L
80844,Xelaev18008155m.g,arhgef28.L
80911,Xelaev18008156m.g,Xelaev18008156m.g
80913,Xelaev18008157m.g,Xelaev18008157m.g
80914,Xelaev18008158m.g,enc1.L
80918,Xelaev18008159m.g,Xelaev18008159m.g
80920,Xelaev18008160m.g,hexb.L
80948,Xelaev18008161m.g,gfm2.L
80988,Xelaev18008162m.g,Xelaev18008162m.g
80989,Xelaev18008163m.g,nsa2.L
80999,Xelaev18008164m.g,fam169a.L
81024,Xelaev18008165m.g,gcnt4.L
81030,Xelaev18008166m.g,ankrd31.L
81032,Xelaev18008167m.g,hmgcr.L
81071,Xelaev18008169m.g,col4a3bp.L
81106,Xelaev18008170m.g,polk.L
81135,Xelaev18008171m.g,ankdd1b.L
81165,Xelaev18008172m.g,poc5.L
81190,Xelaev18008173m.g,sv2c.L
81214,Xelaev18008174m.g,iqgap2.L
81290,Xelaev18008175m.g,f2rl2.L
81294,Xelaev18008176m.g,f2r.L
81298,Xelaev18008177m.g,Xelaev18008177m.g
81300,Xelaev18008178m.g,f2rl1.L
81304,Xelaev18008179m.g,s100z.L
81309,Xelaev18008180m.g,crhbp.L
81323,Xelaev18008181m.g,LOC101732873.L
81326,Xelaev18008182m.g,aggf1.L
81354,Xelaev18008183m.g,pde8b.L
81375,Xelaev18008184m.g,wdr41.L
81401,Xelaev18008185m.g,otp.L
81407,Xelaev18008186m.g,tbca.L
81415,Xelaev18008187m.g,ap3b1.L
81469,Xelaev18008188m.g,scamp1.L
81487,Xelaev18008189m.g,Xelaev18008189m.g
81489,Xelaev18008190m.g,Xelaev18008190m.g
81491,Xelaev18008191m.g,lhfpl2.L
81498,Xelaev18008192m.g,arsb.L
81514,Xelaev18008193m.g,Xelaev18008193m.g
81517,Xelaev18008194m.g,dmgdh.L
81549,Xelaev18008195m.g,bhmt.L
81565,Xelaev18008196m.g,jmy.L
81586,Xelaev18008197m.g,Xelaev18008197m.g
81587,Xelaev18008198m.g,homer1.L
81595,Xelaev18008200m.g,Xetrov90003335m.L
81598,Xelaev18008201m.g,papd4.L
81626,Xelaev18008202m.g,cmya5.L
81654,Xelaev18008203m.g,Xelaev18008203m.g
81659,Xelaev18008204m.g,mtx3.L
81673,Xelaev18008205m.g,thbs4.L
81695,Xelaev18008206m.g,serinc5.L
81719,Xelaev18008207m.g,cdk7.L
81743,Xelaev18008208m.g,cenph.L
81761,Xelaev18008209m.g,LOC105946425.L
81771,Xelaev18008210m.g,Xelaev18008210m.g
81780,Xelaev18008211m.g,Xelaev18008211m.g
81788,Xelaev18008212m.g,Xelaev18008212m.g
81804,Xelaev18008213m.g,ccnb1.L
81822,Xelaev18008214m.g,slc30a5.L
81854,Xelaev18008215m.g,pik3r1.L
81884,Xelaev18008216m.g,Xelaev18008216m.g
81888,Xelaev18008217m.g,cd180.L
81896,Xelaev18008218m.g,mast4.L
81950,Xelaev18008219m.g,LOC100490018.L
81984,Xelaev18008220m.g,Xelaev18008220m.g
81996,Xelaev18008221m.g,srek1.L
82022,Xelaev18008222m.g,Xelaev18008222m.g
82023,Xelaev18008223m.g,erbb2ip-like.L
82048,Xelaev18008224m.g,nln.L
82074,Xelaev18008225m.g,sgtb.L
82097,Xelaev18008227m.g,trappc13.L
82121,Xelaev18008228m.g,Xetrov90003513m.L
82122,Xelaev18008229m.g,trim23.L
82144,Xelaev18008230m.g,ppwd1.L
82166,Xelaev18008232m.g,cenpk.L
82177,Xelaev18008233m.g,Xelaev18008233m.g
82179,Xelaev18008234m.g,adamts6.L
82227,Xelaev18008235m.g,srek1ip1.L
82232,Xelaev18008236m.g,fam159b.L
82238,Xelaev18008237m.g,rgs7bp.L
82250,Xelaev18008238m.g,rnf180.L
82255,Xelaev18008239m.g,htr1a.L
82256,Xelaev18008240m.g,Xelaev18008240m.g
82258,Xelaev18008241m.g,lrrc70.L
82261,Xelaev18008242m.g,dimt1.L
82285,Xelaev18008243m.g,kif2a.L
82325,Xelaev18008245m.g,Xetrov90030800m.L
82328,Xelaev18008246m.g,zswim6.L
82356,Xelaev18008247m.g,Xetrov90003530m.L
82358,Xelaev18008248m.g,smim15.L
82362,Xelaev18008249m.g,ndufaf2.L
82368,Xelaev18008250m.g,hps5.L
82413,Xelaev18008251m.g,elovl7.L
82421,Xelaev18008252m.g,Xelaev18008252m.g
82423,Xelaev18008253m.g,depdc1b.L
82445,Xelaev18008254m.g,Xelaev18008254m.g
82447,Xelaev18008255m.g,Xelaev18008255m.g
82449,Xelaev18008256m.g,pde4d-like.L
82479,Xelaev18008257m.g,Xelaev18008257m.g
82480,Xelaev18008258m.g,Xelaev18008258m.g
82482,Xelaev18008259m.g,rab3c.L
82492,Xelaev18008260m.g,loc100496633.L
82503,Xelaev18008261m.g,plk2.L
82531,Xelaev18008262m.g,Xelaev18008262m.g
82550,Xelaev18008264m.g,mier3.L
82563,Xelaev18008265m.g,setd9.L
82575,Xelaev18008266m.g,map3k1.L
82616,Xelaev18008267m.g,Xelaev18008267m.g
82618,Xelaev18008269m.g,ankrd55.L
82640,Xelaev18008270m.g,Xelaev18008270m.g
82644,Xelaev18008271m.g,il6st.L
82658,Xelaev18008272m.g,Xelaev18008272m.g
82659,Xelaev18008273m.g,ddx4.L
82708,Xelaev18008274m.g,slc38a9.L
82736,Xelaev18008275m.g,Xelaev18008275m.g
82737,Xelaev18008276m.g,Xelaev18008276m.g
82738,Xelaev18008278m.g,Xelaev18008278m.g
82750,Xelaev18008279m.g,Xelaev18008279m.g
82752,Xelaev18008280m.g,Xelaev18008280m.g
82754,Xelaev18008281m.g,skiv2l2.L
82781,Xelaev18008282m.g,Xelaev18008282m.g
82783,Xelaev18008283m.g,Xelaev18008283m.g
82787,Xelaev18008284m.g,dhx29.L
82842,Xelaev18008285m.g,Xelaev18008285m.g
82844,Xelaev18008286m.g,ccno.L
82850,Xelaev18008287m.g,Xelaev18008287m.g
82864,Xelaev18008288m.g,cdc20b.L
82889,Xelaev18008289m.g,gpx8.L
82895,Xelaev18008290m.g,gzmak.L
82905,Xelaev18008291m.g,loc100496550.L
82915,Xelaev18008292m.g,gzma.L
82925,Xelaev18008293m.g,esm1.L
82931,Xelaev18008294m.g,cspg4.L
82951,Xelaev18008295m.g,snx18.L
82954,Xelaev18008296m.g,hspb3.L
82956,Xelaev18008297m.g,arl15.L
82968,Xelaev18008298m.g,Xelaev18008298m.g
82970,Xelaev18008299m.g,Xelaev18008299m.g
82972,Xelaev18008300m.g,ndufs4.L
82982,Xelaev18008301m.g,fst.L
82994,Xelaev18008302m.g,Xelaev18008302m.g
83000,Xelaev18008303m.g,mocs2.L
83006,Xelaev18008304m.g,itga2.L
83066,Xelaev18008305m.g,itga1.L
83095,Xelaev18008306m.g,Xelaev18008306m.g
83096,Xelaev18008307m.g,isl1.L
83108,Xelaev18008308m.g,Xelaev18008308m.g
83110,Xelaev18008309m.g,Xelaev18008309m.g
83116,Xelaev18008310m.g,Xelaev18008310m.g
83118,Xelaev18008311m.g,parp8.L
83152,Xelaev18008312m.g,emb.L
83169,Xelaev18008313m.g,hcn1.L
83177,Xelaev18008314m.g,mrps30.L
83187,Xelaev18008315m.g,fgf10.L
83193,Xelaev18008316m.g,Xetrov90003721m.L
83196,Xelaev18008317m.g,nnt.L
83239,Xelaev18008318m.g,paip1.L
83261,Xelaev18008319m.g,ccl28.L
83264,Xelaev18008320m.g,c5orf28.L
83269,Xelaev18008321m.g,hmgcs1.L
83288,Xelaev18008322m.g,nim1k.L
83291,Xelaev18008323m.g,znf131.L
83306,Xelaev18008324m.g,sepp1.L
83310,Xelaev18008326m.g,Xelaev18008326m.g
83311,Xelaev18008327m.g,ghr.L
83330,Xelaev18008328m.g,fbxo4.L
83344,Xelaev18008329m.g,Xelaev18008329m.g
83345,Xelaev18008330m.g,c5orf51.L
83357,Xelaev18008331m.g,oxct1.L
83391,Xelaev18008332m.g,plcxd3.L
83397,Xelaev18008333m.g,c6.1.L
83431,Xelaev18008334m.g,c6.2.L
83465,Xelaev18008335m.g,rpl37.L
83473,Xelaev18008336m.g,prkaa1.L
83491,Xelaev18008337m.g,ttc33.L
83500,Xelaev18008338m.g,ptger4.L
83504,Xelaev18008339m.g,Xelaev18008339m.g
83507,Xelaev18008340m.g,Xelaev18008340m.g
83511,Xelaev18008341m.g,dab2.L
83523,Xelaev18008342m.g,Xelaev18008342m.g
83525,Xelaev18008343m.g,Xelaev18008343m.g
83529,Xelaev18008344m.g,c9.L
83551,Xelaev18008345m.g,fyb.L
83588,Xelaev18008346m.g,rictor.L
83660,Xelaev18008347m.g,Xelaev18008347m.g
83661,Xelaev18008348m.g,osmr.L
83695,Xelaev18008349m.g,lifr.L
83734,Xelaev18008350m.g,egflam.L
83780,Xelaev18008351m.g,gdnf.L
83784,Xelaev18008352m.g,wdr70.L
83819,Xelaev18008353m.g,nup155.L
83889,Xelaev18008354m.g,c5orf42.L
83994,Xelaev18008355m.g,Xelaev18008355m.g
83998,Xelaev18008356m.g,Xelaev18008356m.g
84000,Xelaev18008357m.g,Xelaev18008357m.g
84093,Xelaev18008359m.g,lmbrd2.L
84128,Xelaev18008360m.g,skp2.L
84148,Xelaev18008361m.g,nadk2.L
84172,Xelaev18008362m.g,ranbp3l.L
84202,Xelaev18008363m.g,slc1a3.L
84222,Xelaev18008365m.g,LOC100488328.L
84228,Xelaev18008366m.g,ugt3a2.L
84243,Xelaev18008367m.g,capsl.L
84253,Xelaev18008368m.g,il7r.L
84271,Xelaev18008369m.g,spef2.L
84345,Xelaev18008370m.g,prlr.L
84362,Xelaev18008371m.g,agxt2.L
84390,Xelaev18008372m.g,dnajc21.L
84414,Xelaev18008373m.g,rad1.L
84425,Xelaev18008374m.g,brix1.L
84445,Xelaev18008375m.g,ttc23l.L
84468,Xelaev18008376m.g,rai14.L
84503,Xelaev18008377m.g,c1qtnf3.L
84515,Xelaev18008378m.g,amacr.L
84526,Xelaev18008379m.g,slc45a2.L
84540,Xelaev18008380m.g,Xelaev18008380m.g
84542,Xelaev18008381m.g,rxfp3.L
84543,Xelaev18008382m.g,adamts12.L
84567,Xelaev18008384m.g,tars.L
84607,Xelaev18008385m.g,npr3.L
84623,Xelaev18008386m.g,Xelaev18008386m.g
84625,Xelaev18008388m.g,sub1.L
84635,Xelaev18008389m.g,zfr.L
84656,Xelaev18008390m.g,mtmr12.L
84688,Xelaev18008391m.g,golph3.L
84696,Xelaev18008392m.g,pdzd2.L
84745,Xelaev18008393m.g,Xelaev18008393m.g
84746,Xelaev18008394m.g,Xelaev18008394m.g
84748,Xelaev18008395m.g,Xelaev18008395m.g
84752,Xelaev18008396m.g,fut11.L
84758,Xelaev18008397m.g,ccbe1.L
84766,Xelaev18008398m.g,lman1.L
84792,Xelaev18008399m.g,Xelaev18008399m.g
84793,Xelaev18008400m.g,cplx4.L
84799,Xelaev18008401m.g,rax.L
84805,Xelaev18008402m.g,Xelaev18008402m.g
84807,Xelaev18008403m.g,grp.L
84813,Xelaev18008404m.g,Xelaev18008404m.g
84814,Xelaev18008405m.g,sec11c.L
84826,Xelaev18008406m.g,LOC101732251.L
84839,Xelaev18008407m.g,znf532.L
84859,Xelaev18008408m.g,malt1.L
84893,Xelaev18008409m.g,alpk2.L
84914,Xelaev18008410m.g,nedd4l.L
84976,Xelaev18008411m.g,Xelaev18008411m.g
84978,Xelaev18008412m.g,Xelaev18008412m.g
84980,Xelaev18008413m.g,atp8b1.L
85033,Xelaev18008414m.g,nars.L
85061,Xelaev18008415m.g,fech.L
85083,Xelaev18008416m.g,onecut2.L
85089,Xelaev18008417m.g,st8sia3.L
85097,Xelaev18008418m.g,wdr7.L
85150,Xelaev18008419m.g,Xelaev18008419m.g
85154,Xelaev18008420m.g,txnl1.L
85170,Xelaev18008423m.g,Xelaev18008423m.g
85183,Xelaev18008424m.g,Xelaev18008424m.g
85187,Xelaev18008425m.g,ccdc68.L
85208,Xelaev18008427m.g,rab27b.L
85221,Xelaev18008428m.g,LOC100485626.L
85239,Xelaev18008429m.g,loc398210.L
85257,Xelaev18008430m.g,mbd2.L
85270,Xelaev18008431m.g,Xelaev18008431m.g
85272,Xelaev18008432m.g,Xelaev18008432m.g
85273,Xelaev18008433m.g,Xelaev18008433m.g
85274,Xelaev18008434m.g,dcc.L
85302,Xelaev18008435m.g,Xelaev18008435m.g
85304,Xelaev18008436m.g,LOC100497958.L
85312,Xelaev18008437m.g,Xelaev18008437m.g
85313,Xelaev18008438m.g,Xelaev18008438m.g
85315,Xelaev18008439m.g,mex3c.L
85320,Xelaev18008440m.g,tspan36.L
85334,Xelaev18008441m.g,Xelaev18008441m.g
85337,Xelaev18008442m.g,Xelaev18008442m.g
85340,Xelaev18008443m.g,Xelaev18008443m.g
85348,Xelaev18008444m.g,Xelaev18008444m.g
85353,Xelaev18008445m.g,ska1.L
85369,Xelaev18008446m.g,mapk4.L
85380,Xelaev18008447m.g,me2.L
85411,Xelaev18008448m.g,Xelaev18008448m.g
85413,Xelaev18008449m.g,elac1.L
85422,Xelaev18008450m.g,smad4.1.L
85444,Xelaev18008451m.g,lipg.L
85464,Xelaev18008452m.g,acaa2.L
85484,Xelaev18008453m.g,myo5b.L
85562,Xelaev18008454m.g,Xelaev18008454m.g
85564,Xelaev18008455m.g,cfap53.L
85581,Xelaev18008456m.g,ctif.L
85604,Xelaev18008457m.g,smad7.L
85612,Xelaev18008458m.g,Xelaev18008458m.g
85614,Xelaev18008459m.g,Xelaev18008459m.g
85617,Xelaev18008460m.g,Xelaev18008460m.g
85620,Xelaev18008461m.g,Xelaev18008461m.g
85628,Xelaev18008462m.g,Xetrov90003785m.L
85637,Xelaev18008463m.g,c18orf32.L
85641,Xelaev18008464m.g,rpl17.L
85654,Xelaev18008465m.g,zbtb7c.L
85659,Xelaev18008466m.g,smad2.L
85680,Xelaev18008467m.g,skor2.L
85696,Xelaev18008468m.g,Xelaev18008468m.g
85702,Xelaev18008469m.g,ier3ip1.L
85708,Xelaev18008470m.g,hdhd2.L
85722,Xelaev18008471m.g,Xelaev18008471m.g
85724,Xelaev18008472m.g,katnal2.L
85756,Xelaev18008474m.g,pias2.L
85784,Xelaev18008475m.g,eef2.2.L
85814,Xelaev18008476m.g,st8sia5.L
85828,Xelaev18008477m.g,loxhd1.L
85921,Xelaev18008478m.g,Xelaev18008478m.g
85923,Xelaev18008479m.g,loxhd1.L
85924,Xelaev18008480m.g,Xelaev18008480m.g
85926,Xelaev18008481m.g,rnf165.L
85942,Xelaev18008482m.g,Xelaev18008482m.g
85944,Xelaev18008483m.g,Xelaev18008483m.g
85946,Xelaev18008484m.g,Xelaev18008484m.g
85948,Xelaev18008485m.g,c18orf25.L
85957,Xelaev18008486m.g,fdx1l.L
85968,Xelaev18008487m.g,Xelaev18008487m.g
85970,Xelaev18008488m.g,haus1.L
85986,Xelaev18008489m.g,atp5a1.L
86010,Xelaev18008490m.g,pstpip2.L
86039,Xelaev18008491m.g,Xelaev18008491m.g
86041,Xelaev18008492m.g,epg5.L
86127,Xelaev18008493m.g,LOC101731164.L
86135,Xelaev18008494m.g,slc14a2.L
86153,Xelaev18008495m.g,Xelaev18008495m.g
86154,Xelaev18008496m.g,setbp1.L
86165,Xelaev18008497m.g,Xelaev18008497m.g
86167,Xelaev18008498m.g,syt4.L
86175,Xelaev18008499m.g,Xelaev18008499m.g
86177,Xelaev18008500m.g,Xelaev18008500m.g
86181,Xelaev18008501m.g,pik3c3.L
86231,Xelaev18008503m.g,Xelaev18008503m.g
86233,Xelaev18008505m.g,Xelaev18008505m.g
86234,Xelaev18008506m.g,Xelaev18008506m.g
86236,Xelaev18008507m.g,celf4.L
86255,Xelaev18008509m.g,Xelaev18008509m.g
86257,Xelaev18008510m.g,Xelaev18008510m.g
86259,Xelaev18008511m.g,kiaa1328.L
86261,Xelaev18008512m.g,Xelaev18008512m.g
86264,Xelaev18008513m.g,kiaa1328.L
86280,Xelaev18008514m.g,Xelaev18008514m.g
86281,Xelaev18008515m.g,tpgs2.L
86296,Xelaev18008516m.g,aqp7.L
86308,Xelaev18008517m.g,aqp3.L
86320,Xelaev18008519m.g,kif24.L
86346,Xelaev18008520m.g,ubap1.L
86359,Xelaev18008522m.g,kif27.L
86382,Xelaev18008523m.g,pigo.L
86403,Xelaev18008524m.g,vwa5a.2.L
86448,Xelaev18008525m.g,phf24.L
86462,Xelaev18008526m.g,Xelaev18008526m.g
86463,Xelaev18008527m.g,ccl21.L
86470,Xelaev18008528m.g,ccl19.L
86478,Xelaev18008529m.g,Xelaev18008529m.g
86479,Xelaev18008530m.g,ccl27.L
86485,Xelaev18008531m.g,il11ra.L
86509,Xelaev18008532m.g,cntfr.L
86529,Xelaev18008533m.g,Xelaev18008533m.g
86530,Xelaev18008534m.g,Xetrov90029011m.L
86533,Xelaev18008535m.g,Xelaev18008535m.g
86534,Xelaev18008536m.g,Xelaev18008536m.g
86535,Xelaev18008538m.g,Xelaev18008538m.g
86538,Xelaev18008539m.g,Xelaev18008539m.g
86539,Xelaev18008540m.g,LOC101732034.L
86551,Xelaev18008541m.g,vwa5a.L
86570,Xelaev18008542m.g,Xelaev18008542m.g
86571,Xelaev18008543m.g,Xelaev18008543m.g
86572,Xelaev18008544m.g,Xelaev18008544m.g
86578,Xelaev18008545m.g,dnajb5-like.L
86585,Xelaev18008546m.g,Xelaev18008546m.g
86587,Xelaev18008547m.g,LOC101732660.L
86593,Xelaev18008548m.g,vcp.L
86609,Xelaev18008549m.g,marc1.L
86612,Xelaev18008550m.g,stoml2.L
86632,Xelaev18008551m.g,fam214b.L
86648,Xelaev18008552m.g,Xelaev18008552m.g
86650,Xelaev18008553m.g,Xetrov90028656m.L
86652,Xelaev18008554m.g,unc13b.L
86655,Xelaev18008555m.g,LOC101734064.L
86687,Xelaev18008556m.g,Xelaev18008556m.g
86688,Xelaev18008557m.g,Xelaev18008557m.g
86690,Xelaev18008558m.g,Xelaev18008558m.g
86692,Xelaev18008559m.g,Xelaev18008559m.g
86694,Xelaev18008560m.g,Xelaev18008560m.g
86696,Xelaev18008561m.g,Xelaev18008561m.g
86698,Xelaev18008562m.g,Xelaev18008562m.g
86699,Xelaev18008563m.g,Xelaev18008563m.g
86700,Xelaev18008564m.g,atp8b2-like.L
86756,Xelaev18008565m.g,rusc2.L
86779,Xelaev18008566m.g,Xelaev18008566m.g
86786,Xelaev18008567m.g,LOC100487439.L
86795,Xelaev18008568m.g,Xelaev18008568m.g
86809,Xelaev18008569m.g,Xelaev18008569m.g
86811,Xelaev18008570m.g,Xelaev18008570m.g
86825,Xelaev18008571m.g,Xelaev18008571m.g
86831,Xelaev18008572m.g,Xelaev18008572m.g
86842,Xelaev18008573m.g,Xelaev18008573m.g
86844,Xelaev18008574m.g,Xelaev18008574m.g
86845,Xelaev18008575m.g,Xelaev18008575m.g
86848,Xelaev18008576m.g,Xelaev18008576m.g
86850,Xelaev18008577m.g,Xelaev18008577m.g
86852,Xelaev18008578m.g,Xetrov90009976m.L
86855,Xelaev18008579m.g,Xelaev18008579m.g
86856,Xelaev18008581m.g,Xelaev18008581m.g
86858,Xelaev18008580m.g,LOC101733361.L
86860,Xelaev18008582m.g,Xelaev18008582m.g
86861,Xelaev18008583m.g,kiaa1161.L
86862,Xelaev18008584m.g,Xetrov90029665m.L
86865,Xelaev18008585m.g,Xelaev18008585m.g
86867,Xelaev18008586m.g,Xelaev18008586m.g
86872,Xelaev18008587m.g,Xelaev18008587m.g
86874,Xelaev18008588m.g,Xelaev18008588m.g
86875,Xelaev18008589m.g,Xelaev18008589m.g
86877,Xelaev18008590m.g,Xelaev18008590m.g
86879,Xelaev18008591m.g,Xelaev18008591m.g
86881,Xelaev18008592m.g,Xelaev18008592m.g
86882,Xelaev18008593m.g,LOC100490037.L
86886,Xelaev18008594m.g,LOC101730247.L
86906,Xelaev18008595m.g,Xelaev18008595m.g
86908,Xelaev18008596m.g,Xelaev18008596m.g
86915,Xelaev18008597m.g,Xelaev18008597m.g
86917,Xelaev18008599m.g,LOC101733164.L
86931,Xelaev18008600m.g,Xelaev18008600m.g
86932,Xelaev18008601m.g,Xelaev18008601m.g
86935,Xelaev18008602m.g,cd72.L
86942,Xelaev18008603m.g,Xelaev18008603m.g
86944,Xelaev18008604m.g,LOC105945929.L
86958,Xelaev18008605m.g,Xelaev18008605m.g
86976,Xelaev18008606m.g,Xelaev18008606m.g
86988,Xelaev18008607m.g,Xelaev18008607m.g
86989,Xelaev18008609m.g,Xelaev18008609m.g
86991,Xelaev18008610m.g,Xelaev18008610m.g
86998,Xelaev18008611m.g,LOC101734599.L
87000,Xelaev18008612m.g,tmem8b.L
87026,Xelaev18008613m.g,LOC100145065.L
87035,Xelaev18008614m.g,LOC100496040-like.L
87058,Xelaev18008615m.g,rgp1.L
87076,Xelaev18008616m.g,Xelaev18008616m.g
87078,Xelaev18008617m.g,sigmar1.L
87086,Xelaev18008618m.g,Xelaev18008618m.g
87102,Xelaev18008619m.g,Xelaev18008619m.g
87108,Xelaev18008620m.g,dctn3.L
87122,Xelaev18008621m.g,Xelaev18008621m.g
87124,Xelaev18008622m.g,dnai1.L
87165,Xelaev18008623m.g,LOC101730472.L
87195,Xelaev18008624m.g,fam219a.L
87207,Xelaev18008625m.g,Xelaev18008625m.g
87209,Xelaev18008626m.g,Xelaev18008626m.g
87213,Xelaev18008627m.g,LOC100490559.L
87214,Xelaev18008628m.g,Xelaev18008628m.g
87222,Xelaev18008629m.g,Xelaev18008629m.g
87228,Xelaev18008630m.g,Xelaev18008630m.g
87242,Xelaev18008631m.g,Xelaev18008631m.g
87255,Xelaev18008632m.g,Xelaev18008632m.g
87262,Xelaev18008633m.g,Xelaev18008633m.g
87268,Xelaev18008634m.g,Xelaev18008634m.g
87374,Xelaev18008635m.g,Xelaev18008635m.g
87375,Xelaev18008636m.g,tpm2.L
87393,Xelaev18008638m.g,LOC100489882.L
87399,Xelaev18008639m.g,ca9.L
87423,Xelaev18008640m.g,Xelaev18008640m.g
87424,Xelaev18008641m.g,LOC100485348.L
87434,Xelaev18008642m.g,LOC100485792.L
87492,Xelaev18008643m.g,loc101731854.L
87496,Xelaev18008644m.g,arhgef39.L
87516,Xelaev18008645m.g,LOC100485505-like.L
87523,Xelaev18008646m.g,Xelaev18008646m.g
87525,Xelaev18008647m.g,mig30.S
87529,Xelaev18008648m.g,Xelaev18008648m.g
87533,Xelaev18008649m.g,dok1.S
87543,Xelaev18008650m.g,loxl3.S
87572,Xelaev18008652m.g,htra2.S
87588,Xelaev18008653m.g,aup1.S
87610,Xelaev18008654m.g,LOC100493914.S
87623,Xelaev18008655m.g,LOC100493912.S
87635,Xelaev18008656m.g,tlx2.S
87641,Xelaev18008657m.g,Xelaev18008657m.g
87643,Xelaev18008658m.g,Xelaev18008658m.g
87645,Xelaev18008659m.g,pcgf1.S
87661,Xelaev18008660m.g,Xelaev18008660m.g
87663,Xelaev18008661m.g,ccdc142.S
87684,Xelaev18008662m.g,LOC448531.S
87705,Xelaev18008663m.g,Xelaev18008663m.g
87707,Xelaev18008664m.g,wbp1.S
87715,Xelaev18008665m.g,ino80b.S
87725,Xelaev18008666m.g,rtkn.S
87741,Xelaev18008667m.g,Xelaev18008667m.g
87744,Xelaev18008669m.g,LOC101733600.S
87757,Xelaev18008670m.g,Xelaev18008670m.g
87776,Xelaev18008671m.g,rdh11.S
87788,Xelaev18008672m.g,nop56.S
87798,Xelaev18008673m.g,Xelaev18008673m.g
87800,Xelaev18008675m.g,Xelaev18008675m.g
87801,Xelaev18008676m.g,idh3b.S
87812,Xelaev18008677m.g,Xelaev18008677m.g
87814,Xelaev18008678m.g,Xetrov90027017m.S
87820,Xelaev18008679m.g,Xelaev18008679m.g
87825,Xelaev18008680m.g,Xelaev18008680m.g
87827,Xelaev18008681m.g,Xelaev18008681m.g
87832,Xelaev18008682m.g,Xetrov90000106m.S
87835,Xelaev18008683m.g,Xelaev18008683m.g
87840,Xelaev18008684m.g,Xetrov90002230m.S
87842,Xelaev18008685m.g,Xelaev18008685m.g
87843,Xelaev18008686m.g,Xelaev18008686m.g
87849,Xelaev18008687m.g,Xelaev18008687m.g
87855,Xelaev18008688m.g,Xelaev18008688m.g
87856,Xelaev18008689m.g,Xelaev18008689m.g
87858,Xelaev18008690m.g,Xetrov90000002m.S
87864,Xelaev18008691m.g,Xelaev18008691m.g
87870,Xelaev18008692m.g,Xelaev18008692m.g
